,index,Unnamed: 0,primaryMedia,primaryMaker,Title,Date,Classifications,Object number
4311,4679,29,,Jacques Callot,"The Firing Squad, plate 12 from the series Les misères et les malheurs de la guerre (The Miseries and Misfortunes of the War)",1633,Print,2011.17.10
4312,4680,30,,Jacques Callot,"Burning at the Stake, plate 13 from the series Les misères et les malheurs de la guerre (The Miseries and Misfortunes of the War)",1633,Print,2011.17.11
4313,4681,31,,Jacques Callot,"The Wheel, plate 14 from the series Les misères et les malheurs de la guerre (The Miseries and Misfortunes of the War)",1633,Print,2011.17.12
4314,4682,32,,William Gropper,"Paul Bunyan, from the series American Folk Heroes",1939,Print,2011.17.13
4315,4683,33,,George Grosz,"The Hypochondriac Otto Schmalhausen, plate 21 from the portfolio Ecce Homo",1922,Print,2011.17.14
4316,4684,34,,Max Kahn,Horse that Left the Plain,1939,Print,2011.17.15
4317,4686,36,,William Sharp,Ambulance,1945,Print,2011.17.17
4318,4687,37,,James Swann,Winter,1940,Print,2011.17.18
4319,4688,38,,Charles Joseph Traviès de Villers,"""Le Grrrrrrand Complot (The Grrrrrreat Conspiracy),"" published in La Caricature",1834,Print,2011.17.19
4320,4689,39,,Anders Zorn,Vicke,1918,Print,2011.17.20
4321,4690,40,,Anders Zorn,Ola Maria,1919,Print,2011.17.21
4322,4691,41,,Enrique Chagoya,The History of Surveillance,2012,Print,2012.1
4323,4692,42,,Karel Appel,Resting Cat from the portfolio Cats,1978,Print,2012.2c
4324,4693,43,,Karel Appel,Walking Cat from the portfolio Cats,1978,Print,2012.2d
4325,4694,44,,Karel Appel,Cat in the Night from the portfolio Cats,1978,Print,2012.2e
4326,4695,45,,Karel Appel,Sad Cat from the portfolio Cats,1978,Print,2012.2f
4327,4696,46,,Karel Appel,Smiling Cat from the portfolio Cats,1978,Print,2012.2g
4328,4697,47,,Karel Appel,Green Cat from the portfolio Cats,1978,Print,2012.2h
4329,4698,48,,Karel Appel,Pink Cat from the portfolio Cats,1978,Print,2012.2i
4330,4699,49,,Karel Appel,Luminous Cat from the portfolio Cats,1978,Print,2012.2j
4331,4700,0,,Karel Appel,Stalking Cat from the portfolio Cats,1978,Print,2012.2k
4332,4701,1,,Karel Appel,Devil Cat from the portfolio Cats,1978,Print,2012.2l
4333,4702,2,,Karel Appel,House Cat from the portfolio Cats,1978,Print,2012.2m
4334,4703,3,,Karel Appel,Frightened Cat from the portfolio Cats,1978,Print,2012.2n
4335,4704,4,,Karel Appel,Fighting Cat from the portfolio Cats,1978,Print,2012.2o
4336,4705,5,,Karel Appel,Blue Cat from the portfolio Cats,1978,Print,2012.2p
4337,4706,6,,Karel Appel,About a Cat from the portfolio Cats,1978,Print,2012.2q
4338,4707,7,,Karel Appel,Innocent Cat from the portfolio Cats,1978,Print,2012.2r
4339,4708,8,,Karel Appel,Sunshine Cat from the portfolio Cats,1978,Print,2012.2s
4340,4709,9,,Karel Appel,"The Face of Appel, book from the portfolio Cats",1978,Book,2012.2t
4341,4710,10,,Sarah Sze,Night,2003,Print,2012.3a
4342,4711,11,,Sarah Sze,Day,2003,Print,2012.3b
4343,4712,12,,Elizabeth Catlett,Gossip,2005,Print,2012.4.1
4344,4713,13,,Richard Haas,57th Street Looking East,2007,Print,2012.4.2
4345,4714,14,,Craig McPherson,New York Water Tunnel,2009,Print,2012.4.3
4346,4715,15,,Joan Snyder,Oasis,2006,Print,2012.4.4
4347,4716,16,,Beth Van Hoesen,Profile III,1962,Print,2012.5.1
4348,4717,17,,Beth Van Hoesen,Pat,1972,Print,2012.5.2
4349,4718,18,,Paul Hertz,Ponente,2011,Print,2012.6
4350,4719,19,,Antonio Martorell,Veveviejo II,2012,Print,2012.7.1a
4351,4720,20,,Antonio Martorell,Veveviejo II,2012,Print,2012.7.1b
4352,4721,21,,Antonio Martorell,Veveviejo II,2012,Print,2012.7.1c
4353,4722,22,,Antonio Martorell,Veveviejo II,2012,Print,2012.7.1d
4354,4723,23,,Antonio Martorell,Veveviejo I,2012,Print,2012.7.2a
4355,4724,24,,Antonio Martorell,Veveviejo I,2012,Print,2012.7.2b
4356,4725,25,,Antonio Martorell,Veveviejo I,2012,Print,2012.7.2c
4357,4726,26,,Antonio Martorell,Veveviejo I,2012,Print,2012.7.2d
4358,4727,27,,Antonio Martorell,Veveviejo III,2012,Print,2012.7.3a
4359,4728,28,,Antonio Martorell,Veveviejo III,2012,Print,2012.7.3b
4360,4729,29,,Antonio Martorell,Veveviejo III,2012,Print,2012.7.3c
4361,4730,30,,Antonio Martorell,Veveviejo III,2012,Print,2012.7.3d
4362,4731,31,,,War is Trauma portfolio,2011,Print,2012.7.4
4363,4732,32,,Chris Arendt,"Auf Wiedersehen Susse Welt Toy Soldier, from the portfolio War is Trauma",2011,Print,2012.7.4.1
4364,4733,33,,Santiago Armegod,"Kimberly Rivera, from the portfolio War is Trauma",2011,Print,2012.7.4.2
4365,4734,34,,Siri Margerin,"I’m a Sharpshooter: Chantelle Bateman, from the portfolio War is Trauma",2011,Print,2012.7.4.3
4366,4735,35,,Jeremy Begren,"Hanging Tree, from the portfolio War is Trauma",2011,Print,2012.7.4.4
4367,4736,36,,Drew Cameron,"You Are Not My Enemy, from the portfolio War is Trauma",2011,Print,2012.7.4.5
4368,4737,37,,Kevin Caplicki,"Support GI Resistance, from the portfolio War is Trauma",2011,Print,2012.7.4.6
4369,4738,38,,Alec Dunn,"Travis Bishop, from the portfolio War is Trauma",2011,Print,2012.7.4.7
4370,4739,39,,Alec Dunn,"Suzanne Swift, from the portfolio War is Trauma",2011,Print,2012.7.4.8
4371,4740,40,,Molly Fair,"GI RIGHTS COFFEEHOUSE, from the portfolio War is Trauma",2011,Print,2012.7.4.9
4372,4741,41,,Deshon Legrand,"American War Bad and Sad, from the portfolio War is Trauma",2011,Print,2012.7.4.10
4373,4742,42,,Nave Fortin,"Maggie Martin, from the portfolio War is Trauma",2011,Print,2012.7.4.11
4374,4743,43,,Thea Gahr,"War Does Not Heal, from the portfolio War is Trauma",2011,Print,2012.7.4.12
4375,4744,44,,Aaron Hughes,"Winter Soldier, from the portfolio War is Trauma",2011,Print,2012.7.4.13
4376,4745,45,,Ash Kyrie,"Lamiamh Ali, from the portfolio War is Trauma",2011,Print,2012.7.4.14
4377,4746,46,,Nicolas Lampert,"Matt Howard PTSD Shadow, from the portfolio War is Trauma",2011,Print,2012.7.4.15
4378,4747,47,,Siri Margerin,"Everything in the Army was Fine: Shawna, from the portfolio War is Trauma",2011,Print,2012.7.4.16
4379,4748,48,,Colin Mathews,"Eugene Cherry, from the portfolio War is Trauma",2011,Print,2012.7.4.17
4380,4749,49,,Josh MacPhee,"Captain America, from the portfolio War is Trauma",2011,Print,2012.7.4.18
4381,4750,0,,Dylan A.T. Miner,"Carlos Cortez koyokuikatl, from the portfolio War is Trauma",2011,Print,2012.7.4.19
4382,4751,1,,Malachi Muncy,"Broken Bottle, from the portfolio War is Trauma",2011,Print,2012.7.4.20
4383,4752,2,,Roger Peet,"War is Trauma for Humans and Otherwise, from the portfolio War is Trauma",2011,Print,2012.7.4.21
4384,4753,3,,Jesse Purcell,"War is Trauma, Grenade, from the portfolio War is Trauma",2011,Print,2012.7.4.22
4385,4754,4,,Eric Ruin,"War is Trauma (Soldier and Woman in Iraq), from the portfolio War is Trauma",2011,Print,2012.7.4.24
4386,4755,5,,Shaun Sifter,"PTSD (Bulllets), from the portfolio War is Trauma",2011,Print,2012.7.4.25
4387,4756,6,,Chris Stain,"When Will It End, from the portfolio War is Trauma",2011,Print,2012.7.4.26
4388,4757,7,,Peter Sullivan,"War is Trauma Hug, from the portfolio War is Trauma",2011,Print,2012.7.4.27
4389,4758,8,,Temporary Services,"Believe and Support, from the portfolio War is Trauma",2011,Print,2012.7.4.28
4390,4759,9,,Mary Tremonte,"Extreme Art Resistance, from the portfolio War is Trauma",2011,Print,2012.7.4.29
4391,4760,10,,Joyce Wagner,"Jen Hogg, from the portfolio War is Trauma",2011,Print,2012.7.4.30
4392,4761,11,,Daniel Wang,"We Kill War, from the portfolio War is Trauma",2011,Print,2012.7.4.31
4393,4762,12,,Marshal Weber,"No Such Thing as a toy Soldier, from the portfolio War is Trauma",2011,Print,2012.7.4.32
4394,4763,13,,Pete Yahnke,"Rodney Watson, from the portfolio War is Trauma",2011,Print,2012.7.4.33
4395,4764,14,,Bec Young,"Don't Send Them Back with PTSD, from the portfolio War is Trauma",2011,Print,2012.7.4.34
4396,4765,15,"Image Not Available for porfolio cover, from the portfolio War is Trauma",I.V.A.W.,"porfolio cover, from the portfolio War is Trauma",2011,Book,2012.7.4.35
4397,4766,16,,Warrington Colescott,Picasso at Mougins: The Etchings,2002,Print,2012.8
4398,4767,17,,Leon Golub,The Fighter,1965,Print,2012.9.1
4399,4768,18,,Seymour Rosofsky,Bowlered Man & Nude,1979,Drawing,2012.9.2
4400,4769,19,,Edward Steichen,Aging Sunflower,1920,Photograph,2012.10.1
4401,4770,20,,Edward Steichen,Writer Pearl S. Buck,1920,Photograph,2012.10.2
4402,4771,21,,Edward Steichen,Dancer Helen Tamiris,1930,Photograph,2012.10.3
4403,4772,22,,Edward Steichen,John Barrymore as Hamlet,1922,Photograph,2012.10.4
4404,4773,23,,Edward Steichen,"Rosa Covarrubias, Brancusi's Garden, Voulangis",1922,Photograph,2012.10.5
4405,4774,24,,Edward Steichen,Carl Sandburg,1923,Photograph,2012.10.6
4406,4775,25,,Edward Steichen,"Peeling Potatoes, Advertisement for Jergens Lotion",1923,Photograph,2012.10.7
4407,4776,26,,Edward Steichen,Actress Helen Gahagan for Vogue,1928,Photograph,2012.10.8
4408,4777,27,,Edward Steichen,"Ann Pennington, Ziegfeld Follies Girl, New York",1925,Photograph,2012.10.9
4409,4778,28,,Edward Steichen,Actress Ethel Barrymore,1925,Photograph,2012.10.10
4410,4779,29,,Edward Steichen,Playwright Eugene O'Neill,1926,Photograph,2012.10.11
4411,4780,30,,Edward Steichen,"Gene Tunney, Gentleman Boxer",1926,Photograph,2012.10.12
4412,4781,31,,Edward Steichen,L'Oiseau dans L'Espace (Bird in Space),1926,Photograph,2012.10.13
4413,4782,32,,Edward Steichen,"Writer H.L. Mencken, New York",1926,Photograph,2012.10.14
4414,4783,33,,Edward Steichen,Actress Sylvia Field for Vogue,1927,Photograph,2012.10.15
4415,4784,34,,Edward Steichen,Actress Clara Bow,1929,Photograph,2012.10.16
4416,4785,35,,Edward Steichen,Dana Steichen,1928,Photograph,2012.10.17
4417,4786,36,,Edward Steichen,Actress Evelyn Brent,1928,Photograph,2012.10.18
4418,4787,37,,Edward Steichen,President-elect Herbert Hoover,1928,Photograph,2012.10.19
4419,4788,38,,Edward Steichen,"Violinist Jascha Heifetz, New York",1928,Photograph,2012.10.20
4420,4789,39,,Edward Steichen,Artist André Dunoyer de Segonzac,1929,Photograph,2012.10.21
4421,4790,40,,Edward Steichen,Mrs. John Davis Lodge (formerly Miss Francesca Braggiotti) for Vogue,1929,Photograph,2012.10.22
4422,4791,41,,Edward Steichen,"Actor Ed Wynn, New York",1930,Photograph,2012.10.23
4423,4792,42,,Edward Steichen,Journalist Heywood Broun,1930,Photograph,2012.10.24
4424,4793,43,,Edward Steichen,Dancer Tilly Losch,1930,Photograph,2012.10.25
4425,4794,44,,Edward Steichen,Model Marion Morehouse in a Dress by Vionnet,1930,Photograph,2012.10.26
4426,4795,45,,Edward Steichen,Camel Cigarettes,1930,Photograph,2012.10.27
4427,4796,46,,Edward Steichen,"George Washington Bridge, New York",1931,Photograph,2012.10.28
4428,4797,47,,Edward Steichen,"Actress Sylvia Sidney, Hollywood",1931,Photograph,2012.10.29
4429,4798,48,,Edward Steichen,Artist Alexandre de Salazmann,1932,Photograph,2012.10.30
4430,4799,49,,Edward Steichen,Actress Edith Barrett,1932,Photograph,2012.10.31
4431,4800,0,,Edward Steichen,President Franklin Delano Roosevelt,1932,Photograph,2012.10.32
4432,4801,1,,Edward Steichen,Homeless Women: The Depression. Advertisement for Traveler's Aid Society,1932,Photograph,2012.10.33
4433,4802,2,,Edward Steichen,"“Up With Hair” Fashion Shoot at St. Regis Hotel, New York",1937,Photograph,2012.10.34
4434,4803,3,,Edward Steichen,"Actress Fay Wray and Her Husband, the Writer John Monk Saunders",1933,Photograph,2012.10.35
4435,4804,4,,Edward Steichen,Mrs. Anne Morgan,1933,Photograph,2012.10.36
4436,4805,5,,Edward Steichen,"Actor Paul Robeson, New York",1933,Photograph,2012.10.37
4437,4806,6,,Edward Steichen,"“Modern Art in Day Clothes” Fashion Shoot at Brummer Gallery, New York",1935,Photograph,2012.10.38
4438,4807,7,,Edward Steichen,"Actress Katharine Cornell, Improvisation",1934,Photograph,2012.10.39
4439,4808,8,,Edward Steichen,"Advertisement for Pecebo Toothpaste, Lehn and Flink,",1933,Photograph,2012.10.40
4440,4809,9,,Edward Steichen,Writer Colette,1935,Photograph,2012.10.41
4441,4810,10,,Edward Steichen,Model June Benoit for Vogue,1935,Photograph,2012.10.42
4442,4811,11,,Edward Steichen,"Writer Luigi Pirandello, New York",1935,Photograph,2012.10.43
4443,4812,12,,Edward Steichen,Actors Judith Anderson and John Gielgud in Hamlet,1936,Photograph,2012.10.44
4444,4813,13,,Edward Steichen,Actress Gwili André for Vogue,1935,Photograph,2012.10.45
4445,4814,14,,Edward Steichen,Vogue,1937,Photograph,2012.10.46
4446,4815,15,,Edward Steichen,Isadora Duncan,1913,Photograph,2012.10.47
4447,4816,16,,Edward Steichen,Mrs. Carl Sandburg,1923,Photograph,2012.10.48
4448,4817,17,,Edward Steichen,Mrs. Edwin Morgan Junior (formerly Miss Elizabeth W. Emmet) for Vogue,1926,Photograph,2012.10.49
4449,4819,19,,Fred Biesel,Untitled (window still-life),1927,Print,2013.1.2
4450,4820,20,,Fred Biesel,Untitled (woman with deer),1930,Print,2013.1.3
4451,4821,21,,Frederick Remahl,White Birch Lodge,1944,Drawing,2013.1.4
4452,4822,22,,Morris Topchevsky,Lunch Hour,1930,Print,2013.1.5
4453,4823,23,,Maurice Yochim,Punch Drunk,1936,Print,2013.1.6
4454,4824,24,,Maurice Yochim,The Victim,1936,Print,2013.1.7
4455,4825,25,,Gerry Bergstein,Apex,1995,Print,2013.2.1
4456,4827,27,,David Lynch,Untitled (Sun Spot),1997,Print,2013.2.3
4457,4828,28,,Claes Oldenberg,Notebook torn in half,1997,Print,2013.2.4
4458,4829,29,,David Ortins,Untitled,1998,Print,2013.2.5
4459,4830,30,,Susan Rothenburg,Three Parts,1988,Print,2013.2.6
4460,4831,31,,Michael Rakowitz,Remember the Vet Who Can't Forget from the portfolio War is Trauma,2011,Print,2013.3
4461,4832,32,,Andy Warhol,Sunset,1972,Print,2013.4.1
4462,4833,33,,Andy Warhol,Shoes,1980,Print,2013.4.2
4463,4834,34,,Andy Warhol,$1,1982,Print,2013.4.3
4464,4835,35,,Andy Warhol,Ingrid Bergman (Herself),1983,Print,2013.4.4
4465,4836,36,,Andy Warhol,Pete Rose,1985,Print,2013.4.5
4466,4837,37,,Andy Warhol,Sitting Bull,1986,Print,2013.4.6
4467,4838,38,,Raúl Corrales,Los Sombreritos (The White Hats),1960,Photograph,2013.5.1
4468,4839,39,,Raúl Corrales,Declaration of Havana,1960,Photograph,2013.5.2
4469,4840,40,,Raúl Corrales,El Sueño (The Dream),1959,Photograph,2013.5.3
4470,4841,41,,Raúl Corrales,The Fisherman,1950,Photograph,2013.5.4
4471,4842,42,,Lola Álvarez Bravo,Homenaje (Homenaje a Salvador Toscano) (Homage [Homage to Salvador Toscano]),1949,Photograph,2013.5.5
4472,4843,43,,Purvis Young,Mounted Equestrian in Cloak (Ode to Marini),1990,Painting,2013.6.1
4473,4844,44,,Purvis Young,Funeral Procession with Hearse at Sunset,1990,Painting,2013.6.2
4474,4845,45,,Purvis Young,"Figures Dancing with Trumpeter on the Beach (after Matisse's ""Bathers"")",1991,Painting,2013.6.3
4475,4846,46,,Purvis Young,Overtown Street Scene,1991,Painting,2013.6.4
4476,4847,47,,Purvis Young,"Jugglers and Acrobats, Street Festival",1990,Painting,2013.6.5
4477,4848,48,,Purvis Young,Figure Study with Dancers,1990,Painting,2013.6.6
4478,4849,49,,Purvis Young,Landscape with Figures,1990,Painting,2013.6.7
4479,4850,0,,Darren Almond,"The Big Day 1970, from The Renaissance Society Photographic Portfolio",1999,Photograph,2014.1b
4480,4851,1,,Lothar Baumgarten,"Track Structure Texas & Pacific El Paso, Bassetts Mills Ave. Railroad Yard from The Renaissance Society Photographic Portfolio",1989,Photograph,2014.1c
4481,4852,2,,Jean-Marc Bustamante,N 38 from The Renaissance Society Photographic Portfolio,1980,Photograph,2014.1d
4482,4853,3,,Willie Doherty,Border Crossing from The Renaissance Society Photographic Portfolio,1994,Photograph,2014.1e
4483,4855,5,,Fischli/Weiss,Untitled from The Renaissance Society Photographic Portfolio,1984,Photograph,2014.1g
4484,4857,7,,Arturo Herrera,Untitled from The Renaissance Society Photographic Portfolio,1997,Photograph,2014.1i
4485,4859,9,,Laura Letinsky,Untitled #49 from The Renaissance Society Photographic Portfolio,2002,Photograph,2014.1k
4486,4860,10,,Thomas Struth,42 West Erie Street from The Renaissance Society Photographic Portfolio,1990,Photograph,2014.1l
4487,4861,11,,Jeff Wall,"Double Self-Portrait, from The Renaissance Society Photographic Portfolio",1979,Photograph,2014.1m
4488,4862,12,,Bernece Berkman,Sunday at the Dunes,1937,Print,2014.3.1
4489,4863,13,,Carl Hoeckner,Melancholia,1930,Print,2014.3.2
4490,4864,14,,Dawoud Bey,"Untitled (Syracuse, NY)",1983,Photograph,2014.4.1
4491,4865,15,,Dawoud Bey,"Untitled (Syracuse, NY)",1983,Photograph,2014.4.2
4492,4866,16,,Dawoud Bey,"Untitled (Brooklyn, NY)",1992,Photograph,2014.4.3
4493,4867,17,,Dawoud Bey,"Untitled (Brooklyn, NY)",1992,Photograph,2014.4.4
4494,4868,18,,Dawoud Bey,Untitled (Chicago),1993,Photograph,2014.4.5
4495,4869,19,,Joan Truckenbrod,Study for Fourier Transformation (black),1976,Drawing,2014.5.1
4496,4870,20,,Joan Truckenbrod,Study for Fourier Transformation (black),1976,Drawing,2014.5.2
4497,4871,21,,Joan Truckenbrod,Study for Fourier Transformation (black),1976,Drawing,2014.5.3
4498,4872,22,,Joan Truckenbrod,Study for Fourier Transformation (black),1976,Drawing,2014.5.4
4499,4873,23,,Joan Truckenbrod,Study for Fourier Transformation (yellow),1976,Drawing,2014.5.5
4500,4874,24,,Joan Truckenbrod,Study for Fourier Transformation (navy),1976,Drawing,2014.5.6
4501,4875,25,,Purvis Young,Angel,1988,Painting,2014.6.1
4502,4876,26,,Purvis Young,Large strip tanks,1987,Painting,2014.6.2
4503,4877,27,,Purvis Young,Jail,1989,Painting,2014.6.3
4504,4878,28,,Purvis Young,Abstract,1985,Drawing,2014.6.4
4505,4879,29,,Candida Höfer,"The London Library I, 2004",2009,Photograph,2014.7.1
4506,4880,30,,Jasper Johns,The Seasons,1989,Print,2014.7.2
4507,4881,31,,Yves Klein,Monochrome und Feuer (Triptych),1961,Print,2014.7.3
4508,4882,32,,Barbara Kruger,Give Me All You Got,1986,Photograph,2014.7.4
4509,4883,33,,Various artists,"International Anthology of Contemporary Engraving: The International Avant-Garde, Vol 5, America Discovered",1964,Book,2014.7.5
4510,4884,34,,James Siena,Floppy Spaceless Combs,2007,Drawing,2014.7.6
4511,4885,35,,Robert Silvers,James Dean,2002,Photograph,2014.7.7
4512,4886,36,,Hai Bo,"Four Seasons: Winter, Spring, Summer, Fall",2002,Photograph,2015.1a-d
4513,4887,37,,Joseph Friebert,Prisoner's Camp,1935,Drawing,2015.2.1
4514,4888,38,,Joseph Friebert,Coal Pickers,1938,Drawing,2015.2.2
4515,4889,39,,Joseph Friebert,Wounded,1939,Drawing,2015.2.3
4516,4890,40,,Joseph Friebert,Wounded,1940,Drawing,2015.2.4
4517,4891,41,,Joseph Friebert,Building on Street,1940,Print,2015.2.5
4518,4892,42,,Joseph Friebert,Dump with Trucks,1944,Drawing,2015.2.6
4519,4893,43,,Joseph Friebert,Men at Work,1944,Print,2015.2.7
4520,4894,44,,Louis Lozowick,Coal Yard,1930,Print,2015.3
4521,4896,46,,Geof Oppenheimer,"Untitled, Servant",2014,Drawing,2015.5
4522,4897,47,,Prabir Purkayastha,From the Assam series,2008,Photograph,2015.6.1
4523,4898,48,,Prabir Purkayastha,From the Assam series,2008,Photograph,2015.6.2
4524,4899,49,,Prabir Purkayastha,From the Assam series,2008,Photograph,2015.6.3
4525,4900,0,,Prabir Purkayastha,From the Assam series,2008,Photograph,2015.6.4
4526,4901,1,,Prabir Purkayastha,From the Assam series,2008,Photograph,2015.6.5
4527,4902,2,,Prabir Purkayastha,From the Assam series,2008,Photograph,2015.6.6
4528,4903,3,,Prabir Purkayastha,From the Assam series,2008,Photograph,2015.6.7
4529,4904,4,,Prabir Purkayastha,From the Assam series,2008,Photograph,2015.6.8
4530,4905,5,,Prabir Purkayastha,From the Assam series,2008,Photograph,2015.6.9
4531,4906,6,,Prabir Purkayastha,From the Assam series,2008,Photograph,2015.6.10
4532,4907,7,,Prabir Purkayastha,From the Assam series,2008,Photograph,2015.6.11
4533,4908,8,,Prabir Purkayastha,From the Assam series,2008,Photograph,2015.6.12
4534,4909,9,,Prabir Purkayastha,From the Ladakh series,2000,Photograph,2015.6.13
4535,4910,10,,Prabir Purkayastha,From the Ladakh series,2000,Photograph,2015.6.14
4536,4911,11,,Prabir Purkayastha,From the Ladakh series,2000,Photograph,2015.6.15
4537,4912,12,,Prabir Purkayastha,From the Ladakh series,2000,Photograph,2015.6.16
4538,4913,13,,Prabir Purkayastha,From the Ladakh series,2000,Photograph,2015.6.17
4539,4914,14,,Prabir Purkayastha,From the Ladakh series,2000,Photograph,2015.6.18
4540,4915,15,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.19
4541,4916,16,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.20
4542,4917,17,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.21
4543,4918,18,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.22
4544,4919,19,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.23
4545,4920,20,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.24
4546,4921,21,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.25
4547,4922,22,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.26
4548,4923,23,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.27
4549,4924,24,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.28
4550,4925,25,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.29
4551,4926,26,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.30
4552,4927,27,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.31
4553,4928,28,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.32
4554,4929,29,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.33
4555,4930,30,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.34
4556,4931,31,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.35
4557,4932,32,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.36
4558,4933,33,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.37
4559,4934,34,,Prabir Purkayastha,From the Indochina series,2010,Photograph,2015.6.38
4560,4935,35,Image Not Available for Modern Head,Roy Lichtenstein,Modern Head,1970,Sculpture,2015.7.1
4561,4936,36,Image Not Available for Skater,Giacomo Manzù,Skater,1970,Sculpture,2015.7.2
4562,4937,37,,Robert Mapplethorpe,Patti Smith,1986,Photograph,2015.7.3
4563,4938,38,Image Not Available for Late Afternoon,Larry Rivers,Late Afternoon,1997,Painting,2015.7.4
4564,4939,39,,Chuck Close,Self-Portrait,1996,Print,2015.8.1
4565,4940,40,,Walker Evans,"Allie Mae Burroughs, Wife of a Sharecropper, Hale County, Alabama, Summer 1936",1936,Photograph,2015.8.2
4566,4941,41,,Robert Gober,Ex Libris,1991,Print,2015.8.3
4567,4942,42,,Robert Gober,Untitled,1991,Print,2015.8.4
4568,4943,43,,Robert Gober,Untitled,1994,Print,2015.8.5
4569,4944,44,,Robert Gober,Untitled,2002,Print,2015.8.6
4570,4945,45,,Peter Halley,Cell 15,1995,Drawing,2015.8.7
4571,4946,46,,Ann Hamilton,Mirrim,1999,Print,2015.8.8
4572,4947,47,,Mona Hatoum,Birds of a Feather,1997,Photograph,2015.8.9
4573,4948,48,,Mona Hatoum,Untitled (milk strainer),1996,Print,2015.8.10
4574,4949,49,,Alexander Birchler,Gregor's Room III,1999,Photograph,2015.8.11
4575,4950,0,,Matt Johnson,Wicked Curse Reversed,2004,Print,2015.8.12
4576,4951,1,,Gabriel Kuri,Untitled (cage),2002,Drawing,2015.8.13
4577,4952,2,,Gabriel Kuri,Untitled (gum/dots),2002,Drawing,2015.8.14
4578,4953,3,,Liz Larner,Untitled,1998,Drawing,2015.8.15
4579,4954,4,,Paul Laster,Heroic Strokes of the Bow,1985,Print,2015.8.16
4580,4955,5,,Tom Levine,Untitled,2000,Print,2015.8.17
4581,4956,6,,Frank Majore,Untitled,1988,Photograph,2015.8.18
4582,4957,7,,John Newman,Ringing For Andrew,1988,Print,2015.8.19
4583,4958,8,,Hirsch Perlman,Day 1.1,2000,Photograph,2015.8.20
4584,4959,9,,Hirsch Perlman,Day 120.1,2000,Photograph,2015.8.21
4585,4960,10,,Erika Rothenberg,Exquisite Corpse Collage,1993,Print,2015.8.22
4586,4962,12,,Laurie Simmons,Walking Cake II (Color),1989,Photograph,2015.8.24
4587,4963,13,,Laurie Simmons,Walking Camera (Jimmy the Camera),1987,Photograph,2015.8.25
4588,4964,14,,Fred Tomaselli,Bluebirds,1997,Print,2015.8.26
4589,4965,15,,Lynne Woods Turner,Untitled #48,1996,Drawing,2015.8.27
4590,4966,16,,Lynne Woods Turner,Untitled #79,1996,Drawing,2015.8.28
4591,4967,17,,Cal Kowal,"Charlotte Moorman, 1984 (artist performing ""Cello Bomb"" at Chicago Art Fair)",1984,Photograph,2016.1
4592,4968,18,,Daniel Nikolaus Chodowiecki,"Da nimm sie hin (Then, take her) from the series Nicht mehr als sechs Schüsseln (No More than Six Courses)",1782,Print,2016.2
4593,4969,19,,Mitchell Siporin,Immigrant Girl,1943,Drawing,2016.3.1
4594,4970,20,,Mitchell Siporin,Martial Memory,1947,Print,2016.3.2
4595,4971,21,,Mitchell Siporin,In the Studio,1950,Print,2016.3.3
4596,4972,22,,Mitchell Siporin,The Performers,1950,Print,2016.3.4
4597,4973,23,,Roger Ackling,Weybourne,1992,Sculpture,2016.4.1
4598,4974,24,,Daniel Arsham,Untitled Proposal,2004,Sculpture,2016.4.2
4599,4975,25,,Matthew Benedict,Sea Wreath,1997,Sculpture,2016.4.3
4600,4976,26,,Doug Black,Collapsed Fox,1992,Painting,2016.4.4
4601,4977,27,,Doug Black,Rabbit #3,1991,Painting,2016.4.5
4602,4978,28,"Image Not Available for Kit for Preparing the Script of ""Philosophy in the Bedroom"" (Method #2: Insulation)",Nayland Blake,"Kit for Preparing the Script of ""Philosophy in the Bedroom"" (Method #2: Insulation)",1991,Sculpture,2016.4.6
4603,4979,29,"Image Not Available for Seven multiples from ""December 1992 – January 1993"": Accumulation, Blind, Exchange, Fudge, Revelation, Stage, Standard (Bunny Fabric)",Nayland Blake,"Seven multiples from ""December 1992 – January 1993"": Accumulation, Blind, Exchange, Fudge, Revelation, Stage, Standard (Bunny Fabric)",1992,Sculpture,2016.4.7
